model,epochs_trained,extraction_layer,attack,epsilon,susceptibility_rate,train_accuracy,test_accuracy,baseline_model,baseline_train_accuracy,baseline_test_accuracy,baseline_susceptibility_rate,dataset
GeneralParaLIF,5,0,SquareAttack,0.1,0.0512820512820512,0.8432666666666667,0.8459,LeNet5_Representations_Flexible,0.9928166666666668,0.9852,0.1018957345971564,MNIST
GeneralParaLIF,5,1,SquareAttack,0.1,0.0377880184331797,0.8583,0.8575,LeNet5_Representations_Flexible,0.9928166666666668,0.9852,0.1018957345971564,MNIST
GeneralParaLIF,5,2,SquareAttack,0.1,0.0168161434977578,0.6962,0.6967,LeNet5_Representations_Flexible,0.9928166666666668,0.9852,0.1018957345971564,MNIST
GeneralParaLIF,5,3,SquareAttack,0.1,0.0175746924428822,0.8867333333333334,0.8822,LeNet5_Representations_Flexible,0.9928166666666668,0.9852,0.1018957345971564,MNIST
GeneralParaLIF,5,4,SquareAttack,0.1,0.0905923344947735,0.92205,0.9224,LeNet5_Representations_Flexible,0.9928166666666668,0.9852,0.1018957345971564,MNIST
GeneralSNN,5,0,SquareAttack,0.1,0.0412757973733583,0.8445,0.8434,LeNet5_Representations_Flexible,0.9928166666666668,0.9852,0.1018957345971564,MNIST
GeneralSNN,5,1,SquareAttack,0.1,0.0257548845470692,0.8776,0.878,LeNet5_Representations_Flexible,0.9928166666666668,0.9852,0.1018957345971564,MNIST
GeneralSNN,5,2,SquareAttack,0.1,0.0206185567010309,0.9868833333333332,0.9831,LeNet5_Representations_Flexible,0.9928166666666668,0.9852,0.1018957345971564,MNIST
GeneralSNN,5,3,SquareAttack,0.1,0.0229612034837688,0.9927,0.9867,LeNet5_Representations_Flexible,0.9928166666666668,0.9852,0.1018957345971564,MNIST
GeneralSNN,5,4,SquareAttack,0.1,0.0491803278688524,0.9567166666666668,0.9556,LeNet5_Representations_Flexible,0.9928166666666668,0.9852,0.1018957345971564,MNIST
GeneralParaLIF,20,0,SquareAttack,0.01,0.0451541850220264,0.7175166666666667,0.7099,LeNet5_Representations_Flexible,0.96445,0.9015,0.0607394366197183,FASHION
GeneralParaLIF,20,1,SquareAttack,0.01,0.0590858416945373,0.69915,0.6866,LeNet5_Representations_Flexible,0.96445,0.9015,0.0607394366197183,FASHION
GeneralParaLIF,20,2,SquareAttack,0.01,0.0532286212914485,0.9151833333333332,0.8772,LeNet5_Representations_Flexible,0.96445,0.9015,0.0607394366197183,FASHION
GeneralParaLIF,20,3,SquareAttack,0.01,0.0325991189427312,0.9454333333333332,0.8931,LeNet5_Representations_Flexible,0.96445,0.9015,0.0607394366197183,FASHION
GeneralParaLIF,20,4,SquareAttack,0.01,0.2450980392156862,0.6403666666666666,0.6092,LeNet5_Representations_Flexible,0.96445,0.9015,0.0607394366197183,FASHION
GeneralSNN,20,0,SquareAttack,0.01,0.0364963503649635,0.8658833333333333,0.8544,LeNet5_Representations_Flexible,0.96445,0.9015,0.0607394366197183,FASHION
GeneralSNN,20,1,SquareAttack,0.01,0.0249042145593869,0.8358333333333333,0.8271,LeNet5_Representations_Flexible,0.96445,0.9015,0.0607394366197183,FASHION
GeneralSNN,20,2,SquareAttack,0.01,0.0169332079021636,0.8655666666666667,0.8424,LeNet5_Representations_Flexible,0.96445,0.9015,0.0607394366197183,FASHION
GeneralSNN,20,3,SquareAttack,0.01,0.0254833040421792,0.95025,0.8974,LeNet5_Representations_Flexible,0.96445,0.9015,0.0607394366197183,FASHION
GeneralSNN,20,4,SquareAttack,0.01,0.1921331316187594,0.5348166666666667,0.5198,LeNet5_Representations_Flexible,0.96445,0.9015,0.0607394366197183,FASHION
GeneralParaLIF,20,0,SquareAttack,0.05,0.0622950819672131,0.7175166666666667,0.7099,LeNet5_Representations_Flexible,0.96445,0.9015,0.4320557491289198,FASHION
GeneralParaLIF,20,1,SquareAttack,0.05,0.056,0.69915,0.6866,LeNet5_Representations_Flexible,0.96445,0.9015,0.4320557491289198,FASHION
GeneralParaLIF,20,2,SquareAttack,0.05,0.0899376669634906,0.9151833333333332,0.8772,LeNet5_Representations_Flexible,0.96445,0.9015,0.4320557491289198,FASHION
GeneralParaLIF,20,3,SquareAttack,0.05,0.1000870322019147,0.9454333333333332,0.8931,LeNet5_Representations_Flexible,0.96445,0.9015,0.4320557491289198,FASHION
GeneralParaLIF,20,4,SquareAttack,0.05,0.2763819095477386,0.6403666666666666,0.6092,LeNet5_Representations_Flexible,0.96445,0.9015,0.4320557491289198,FASHION
GeneralSNN,20,0,SquareAttack,0.05,0.045822102425876,0.8658833333333333,0.8544,LeNet5_Representations_Flexible,0.96445,0.9015,0.4320557491289198,FASHION
GeneralSNN,20,1,SquareAttack,0.05,0.0469483568075117,0.8358333333333333,0.8271,LeNet5_Representations_Flexible,0.96445,0.9015,0.4320557491289198,FASHION
GeneralSNN,20,2,SquareAttack,0.05,0.0686184812442818,0.8655666666666667,0.8424,LeNet5_Representations_Flexible,0.96445,0.9015,0.4320557491289198,FASHION
GeneralSNN,20,3,SquareAttack,0.05,0.0994809688581314,0.95025,0.8974,LeNet5_Representations_Flexible,0.96445,0.9015,0.4320557491289198,FASHION
GeneralSNN,20,4,SquareAttack,0.05,0.191800878477306,0.5348166666666667,0.5198,LeNet5_Representations_Flexible,0.96445,0.9015,0.4320557491289198,FASHION
GeneralParaLIF,20,0,SquareAttack,0.1,0.1409544950055493,0.7175166666666667,0.7099,LeNet5_Representations_Flexible,0.96445,0.9015,0.8680555555555556,FASHION
GeneralParaLIF,20,1,SquareAttack,0.1,0.1933638443935926,0.69915,0.6866,LeNet5_Representations_Flexible,0.96445,0.9015,0.8680555555555556,FASHION
GeneralParaLIF,20,2,SquareAttack,0.1,0.3228699551569506,0.9151833333333332,0.8772,LeNet5_Representations_Flexible,0.96445,0.9015,0.8680555555555556,FASHION
GeneralParaLIF,20,3,SquareAttack,0.1,0.336283185840708,0.9454333333333332,0.8931,LeNet5_Representations_Flexible,0.96445,0.9015,0.8680555555555556,FASHION
GeneralParaLIF,20,4,SquareAttack,0.1,0.4017521902377972,0.6403666666666666,0.6092,LeNet5_Representations_Flexible,0.96445,0.9015,0.8680555555555556,FASHION
GeneralSNN,20,0,SquareAttack,0.1,0.1214087117701575,0.8658833333333333,0.8544,LeNet5_Representations_Flexible,0.96445,0.9015,0.8680555555555556,FASHION
GeneralSNN,20,1,SquareAttack,0.1,0.1439466158245948,0.8358333333333333,0.8271,LeNet5_Representations_Flexible,0.96445,0.9015,0.8680555555555556,FASHION
GeneralSNN,20,2,SquareAttack,0.1,0.2346368715083799,0.8655666666666667,0.8424,LeNet5_Representations_Flexible,0.96445,0.9015,0.8680555555555556,FASHION
GeneralSNN,20,3,SquareAttack,0.1,0.4094488188976378,0.95025,0.8974,LeNet5_Representations_Flexible,0.96445,0.9015,0.8680555555555556,FASHION
GeneralSNN,20,4,SquareAttack,0.1,0.3180473372781065,0.5348166666666667,0.5198,LeNet5_Representations_Flexible,0.96445,0.9015,0.8680555555555556,FASHION
GeneralParaLIF,20,0,SquareAttack,0.01,0.07934336525307797,0.5626356525656251,0.5519744929317763,LeNet5_Representations_Flexible_CIFAR,0.9700369930518585,0.8805700676090965,0.11190053285968028,SVHN
GeneralParaLIF,20,1,SquareAttack,0.01,0.09043250327653997,0.5746481564901648,0.5689920098340504,LeNet5_Representations_Flexible_CIFAR,0.9700369930518585,0.8805700676090965,0.11190053285968028,SVHN
GeneralParaLIF,20,2,SquareAttack,0.01,0.10141509433962265,0.6883983783119701,0.6426321450522434,LeNet5_Representations_Flexible_CIFAR,0.9700369930518585,0.8805700676090965,0.11190053285968028,SVHN
GeneralParaLIF,20,3,SquareAttack,0.01,0.05385427666314678,0.7868190070573461,0.7326367547633682,LeNet5_Representations_Flexible_CIFAR,0.9700369930518585,0.8805700676090965,0.11190053285968028,SVHN
GeneralParaLIF,20,4,SquareAttack,0.01,0.33783783783783783,0.6444708355515514,0.5915795943454211,LeNet5_Representations_Flexible_CIFAR,0.9700369930518585,0.8805700676090965,0.11190053285968028,SVHN
GeneralSNN,20,0,SquareAttack,0.01,0.05655172413793103,0.5560014742618453,0.5494391518131531,LeNet5_Representations_Flexible_CIFAR,0.9700369930518585,0.8805700676090965,0.11190053285968028,SVHN
GeneralSNN,20,1,SquareAttack,0.01,0.04580152671755725,0.49542023287876924,0.4931622618315919,LeNet5_Representations_Flexible_CIFAR,0.9700369930518585,0.8805700676090965,0.11190053285968028,SVHN
GeneralSNN,20,2,SquareAttack,0.01,0.05669481302774427,0.677259511036488,0.6402504609711125,LeNet5_Representations_Flexible_CIFAR,0.9700369930518585,0.8805700676090965,0.11190053285968028,SVHN
GeneralSNN,20,3,SquareAttack,0.01,0.036742800397219465,0.8581978513998663,0.7930239704978488,LeNet5_Representations_Flexible_CIFAR,0.9700369930518585,0.8805700676090965,0.11190053285968028,SVHN
GeneralSNN,20,4,SquareAttack,0.01,0.20352564102564102,0.47942176174290513,0.4519437615242778,LeNet5_Representations_Flexible_CIFAR,0.9700369930518585,0.8805700676090965,0.11190053285968028,SVHN
GeneralParaLIF,20,0,SquareAttack,0.05,0.11959654178674352,0.5626356525656251,0.5519744929317763,LeNet5_Representations_Flexible_CIFAR,0.9700369930518585,0.8805700676090965,0.6669588080631026,SVHN
GeneralParaLIF,20,1,SquareAttack,0.05,0.10474860335195531,0.5746481564901648,0.5689920098340504,LeNet5_Representations_Flexible_CIFAR,0.9700369930518585,0.8805700676090965,0.6669588080631026,SVHN
GeneralParaLIF,20,2,SquareAttack,0.05,0.18257756563245822,0.6883983783119701,0.6426321450522434,LeNet5_Representations_Flexible_CIFAR,0.9700369930518585,0.8805700676090965,0.6669588080631026,SVHN
GeneralParaLIF,20,3,SquareAttack,0.05,0.160676532769556,0.7868190070573461,0.7326367547633682,LeNet5_Representations_Flexible_CIFAR,0.9700369930518585,0.8805700676090965,0.6669588080631026,SVHN
GeneralParaLIF,20,4,SquareAttack,0.05,0.35209424083769636,0.6444708355515514,0.5915795943454211,LeNet5_Representations_Flexible_CIFAR,0.9700369930518585,0.8805700676090965,0.6669588080631026,SVHN
GeneralSNN,20,0,SquareAttack,0.05,0.09523809523809523,0.5560014742618453,0.5494391518131531,LeNet5_Representations_Flexible_CIFAR,0.9700369930518585,0.8805700676090965,0.6669588080631026,SVHN
GeneralSNN,20,1,SquareAttack,0.05,0.11658456486042693,0.49542023287876924,0.4931622618315919,LeNet5_Representations_Flexible_CIFAR,0.9700369930518585,0.8805700676090965,0.6669588080631026,SVHN
GeneralSNN,20,2,SquareAttack,0.05,0.1920838183934808,0.677259511036488,0.6402504609711125,LeNet5_Representations_Flexible_CIFAR,0.9700369930518585,0.8805700676090965,0.6669588080631026,SVHN
GeneralSNN,20,3,SquareAttack,0.05,0.24385447394296952,0.8581978513998663,0.7930239704978488,LeNet5_Representations_Flexible_CIFAR,0.9700369930518585,0.8805700676090965,0.6669588080631026,SVHN
GeneralSNN,20,4,SquareAttack,0.05,0.2657580919931857,0.47942176174290513,0.4519437615242778,LeNet5_Representations_Flexible_CIFAR,0.9700369930518585,0.8805700676090965,0.6669588080631026,SVHN
GeneralParaLIF,20,0,SquareAttack,0.1,0.19747899159663865,0.5626356525656251,0.5519744929317763,LeNet5_Representations_Flexible_CIFAR,0.9700369930518585,0.8805700676090965,0.9483362521891419,SVHN
GeneralParaLIF,20,1,SquareAttack,0.1,0.2656675749318801,0.5746481564901648,0.5689920098340504,LeNet5_Representations_Flexible_CIFAR,0.9700369930518585,0.8805700676090965,0.9483362521891419,SVHN
GeneralParaLIF,20,2,SquareAttack,0.1,0.38903061224489793,0.6883983783119701,0.6426321450522434,LeNet5_Representations_Flexible_CIFAR,0.9700369930518585,0.8805700676090965,0.9483362521891419,SVHN
GeneralParaLIF,20,3,SquareAttack,0.1,0.4496208017334778,0.7868190070573461,0.7326367547633682,LeNet5_Representations_Flexible_CIFAR,0.9700369930518585,0.8805700676090965,0.9483362521891419,SVHN
GeneralParaLIF,20,4,SquareAttack,0.1,0.40771349862258954,0.6444708355515514,0.5915795943454211,LeNet5_Representations_Flexible_CIFAR,0.9700369930518585,0.8805700676090965,0.9483362521891419,SVHN
GeneralSNN,20,0,SquareAttack,0.1,0.22190611664295876,0.5560014742618453,0.5494391518131531,LeNet5_Representations_Flexible_CIFAR,0.9700369930518585,0.8805700676090965,0.9483362521891419,SVHN
GeneralSNN,20,1,SquareAttack,0.1,0.3543913713405239,0.49542023287876924,0.4931622618315919,LeNet5_Representations_Flexible_CIFAR,0.9700369930518585,0.8805700676090965,0.9483362521891419,SVHN
GeneralSNN,20,2,SquareAttack,0.1,0.4416365824308063,0.677259511036488,0.6402504609711125,LeNet5_Representations_Flexible_CIFAR,0.9700369930518585,0.8805700676090965,0.9483362521891419,SVHN
GeneralSNN,20,3,SquareAttack,0.1,0.5522388059701493,0.8581978513998663,0.7930239704978488,LeNet5_Representations_Flexible_CIFAR,0.9700369930518585,0.8805700676090965,0.9483362521891419,SVHN
GeneralSNN,20,4,SquareAttack,0.1,0.373134328358209,0.47942176174290513,0.4519437615242778,LeNet5_Representations_Flexible_CIFAR,0.9700369930518585,0.8805700676090965,0.9483362521891419,SVHN
